Name,Type,Set,SetNo,Color,SubType
Meltan,Pokmon,Temporal Forces,116,{M},0
Metagross,Pokmon,Temporal Forces,115,{M},0
Metang,Pokmon,Temporal Forces,114,{M},0
Beldum,Pokmon,Temporal Forces,113,{M},0
Mawile,Pokmon,Temporal Forces,112,{M},0
Scizor ex,Pokmon,Temporal Forces,111,{M},0
Forretress,Pokmon,Temporal Forces,110,{M},0
Roaring Moon,Pokmon,Temporal Forces,109,{D},0
Farigiraf ex,Pokmon,Temporal Forces,108,{D},0
Sableye,Pokmon,Temporal Forces,107,{D},0
Mightyena,Pokmon,Temporal Forces,106,{D},0
Poochyena,Pokmon,Temporal Forces,105,{D},0
Gengar ex,Pokmon,Temporal Forces,104,{D},0
Haunter,Pokmon,Temporal Forces,103,{D},0
Gastly,Pokmon,Temporal Forces,102,{D},0
Arbok,Pokmon,Temporal Forces,101,{D},0
Ekans,Pokmon,Temporal Forces,100,{D},0
Iron Boulder ex,Pokmon,Temporal Forces,99,{F},0
Sandy Shocks,Pokmon,Temporal Forces,98,{F},0
Iron Thorns,Pokmon,Scarlet & Violet Promos,98,{L},0
Great Tusk,Pokmon,Temporal Forces,97,{F},0
Flutter Mane,Pokmon,Scarlet & Violet Promos,97,{P},0
Great Tusk,Pokmon,Temporal Forces,96,{F},0
Cyclizar,Pokmon,Scarlet & Violet Promos,96,{C},0
Cleffa,Pokmon,Scarlet & Violet Promos,95,{P},0
Coalossal,Pokmon,Temporal Forces,95,{F},0
Bellibolt,Pokmon,Scarlet & Violet Promos,94,{L},0
Carkol,Pokmon,Temporal Forces,94,{F},0
Carvanha,Pokmon,Scarlet & Violet Promos,93,{W},0
Rolycoly,Pokmon,Temporal Forces,93,{F},0
Miraidon,Pokmon,Scarlet & Violet Promos,92,{N},0
Mudsdale,Pokmon,Temporal Forces,92,{F},0
Mudbray,Pokmon,Temporal Forces,91,{F},0
Koraidon,Pokmon,Scarlet & Violet Promos,91,{N},0
Lycanroc,Pokmon,Temporal Forces,90,{F},0
Metang,Pokmon,Scarlet & Violet Promos,90,{M},0
Feraligatr,Pokmon,Scarlet & Violet Promos,89,{W},0
Rockruff,Pokmon,Temporal Forces,89,{F},0
Golurk,Pokmon,Temporal Forces,88,{F},0
Golett,Pokmon,Temporal Forces,87,{F},0
Excadrill,Pokmon,Temporal Forces,86,{F},0
Drilbur,Pokmon,Temporal Forces,85,{F},0
Relicanth,Pokmon,Temporal Forces,84,{F},0
Medicham,Pokmon,Temporal Forces,83,{F},0
Meditite,Pokmon,Temporal Forces,82,{F},0
Iron Crown ex,Pokmon,Temporal Forces,81,{P},0
Iron Valiant,Pokmon,Temporal Forces,80,{P},0
Iron Valiant,Pokmon,Temporal Forces,79,{P},0
Flutter Mane,Pokmon,Temporal Forces,78,{P},0
Scream Tail,Pokmon,Temporal Forces,77,{P},0
Ribombee,Pokmon,Temporal Forces,76,{P},0
Cutiefly,Pokmon,Temporal Forces,75,{P},0
Beheeyem,Pokmon,Temporal Forces,74,{P},0
Elgyem,Pokmon,Temporal Forces,73,{P},0
Reuniclus,Pokmon,Temporal Forces,72,{P},0
Duosion,Pokmon,Temporal Forces,71,{P},0
Solosis,Pokmon,Temporal Forces,70,{P},0
Bronzong,Pokmon,Temporal Forces,69,{P},0
Bronzor,Pokmon,Temporal Forces,68,{P},0
Latias,Pokmon,Temporal Forces,67,{P},0
Girafarig,Pokmon,Temporal Forces,66,{P},0
Azumarill,Pokmon,Temporal Forces,65,{P},0
Marill,Pokmon,Temporal Forces,64,{P},0
Mr. Mime,Pokmon,Temporal Forces,63,{P},0
Iron Thorns,Pokmon,Temporal Forces,62,{L},0
Iron Hands,Pokmon,Temporal Forces,61,{L},0
Wugtrio ex,Pokmon,Temporal Forces,60,{L},0
Boltund,Pokmon,Temporal Forces,59,{L},0
Yamper,Pokmon,Temporal Forces,58,{L},0
Zeraora,Pokmon,Temporal Forces,57,{L},0
Vikavolt,Pokmon,Temporal Forces,56,{L},0
Charjabug,Pokmon,Temporal Forces,55,{L},0
Electivire,Pokmon,Temporal Forces,54,{L},0
Electabuzz,Pokmon,Temporal Forces,53,{L},0
Raichu,Pokmon,Temporal Forces,52,{L},0
Pikachu,Pokmon,Temporal Forces,51,{L},0
Walking Wake ex,Pokmon,Temporal Forces,50,{W},0
Palafin,Pokmon,Temporal Forces,49,{W},0
Finizen,Pokmon,Temporal Forces,48,{W},0
Wiglett,Pokmon,Temporal Forces,47,{W},0
Frosmoth,Pokmon,Temporal Forces,46,{W},0
Snom,Pokmon,Temporal Forces,45,{W},0
Keldeo,Pokmon,Temporal Forces,44,{W},0
Sharpedo,Pokmon,Temporal Forces,43,{W},0
Carvanha,Pokmon,Temporal Forces,42,{W},0
Feraligatr,Pokmon,Temporal Forces,41,{W},0
Croconaw,Pokmon,Temporal Forces,40,{W},0
Totodile,Pokmon,Temporal Forces,39,{W},0
Gouging Fire ex,Pokmon,Temporal Forces,38,{R},0
Centiskorch,Pokmon,Temporal Forces,37,{R},0
Sizzlipede,Pokmon,Temporal Forces,36,{R},0
Turtonator,Pokmon,Temporal Forces,35,{R},0
Incineroar ex,Pokmon,Temporal Forces,34,{R},0
Torracat,Pokmon,Temporal Forces,33,{R},0
Litten,Pokmon,Temporal Forces,32,{R},0
Heatmor,Pokmon,Temporal Forces,31,{R},0
Victini,Pokmon,Temporal Forces,30,{R},0
Magcargo,Pokmon,Temporal Forces,29,{R},0
Slugma,Pokmon,Temporal Forces,28,{R},0
Rapidash,Pokmon,Temporal Forces,27,{R},0
Ponyta,Pokmon,Temporal Forces,26,{R},0
Iron Leaves ex,Pokmon,Temporal Forces,25,{G},0
Rabsca,Pokmon,Temporal Forces,24,{G},0
Rellor,Pokmon,Temporal Forces,23,{G},0
Scovillain ex,Pokmon,Temporal Forces,22,{G},0
Brambleghast,Pokmon,Temporal Forces,21,{G},0
Bramblin,Pokmon,Temporal Forces,20,{G},0
Dhelmise,Pokmon,Temporal Forces,19,{G},0
Grubbin,Pokmon,Temporal Forces,18,{G},0
Sawsbuck,Pokmon,Temporal Forces,17,{G},0
Deerling,Pokmon,Temporal Forces,16,{G},0
Whimsicott,Pokmon,Temporal Forces,15,{G},0
Cottonee,Pokmon,Temporal Forces,14,{G},0
Shaymin,Pokmon,Temporal Forces,13,{G},0
Torterra ex,Pokmon,Temporal Forces,12,{G},0
Grotle,Pokmon,Temporal Forces,11,{G},0
Turtwig,Pokmon,Temporal Forces,10,{G},0
Roserade,Pokmon,Temporal Forces,9,{G},0
Roselia,Pokmon,Temporal Forces,8,{G},0
Breloom,Pokmon,Temporal Forces,7,{G},0
Shroomish,Pokmon,Temporal Forces,6,{G},0
Shiftry,Pokmon,Temporal Forces,5,{G},0
Nuzleaf,Pokmon,Temporal Forces,4,{G},0
Seedot,Pokmon,Temporal Forces,3,{G},0
Pineco,Pokmon,Temporal Forces,2,{G},0
Scyther,Pokmon,Temporal Forces,1,{G},0
Sprigatito ex,Pokmon,Scarlet & Violet Promos,87,{G},0
Mabosstiff ex,Pokmon,Scarlet & Violet Promos,86,{D},0
Quaquaval ex,Pokmon,Scarlet & Violet Promos,84,{W},0
Quaxwell,Pokmon,Scarlet & Violet Promos,83,{W},0
Quaxly,Pokmon,Scarlet & Violet Promos,82,{W},0
Skeledirge ex,Pokmon,Scarlet & Violet Promos,81,{R},0
Crocalor,Pokmon,Scarlet & Violet Promos,80,{R},0
Fuecoco,Pokmon,Scarlet & Violet Promos,79,{R},0
Meowscarada ex,Pokmon,Scarlet & Violet Promos,78,{G},0
Floragato,Pokmon,Scarlet & Violet Promos,77,{G},0
Sprigatito,Pokmon,Scarlet & Violet Promos,76,{G},0
Charizard ex,Pokmon,Scarlet & Violet Promos,74,{D},0
Iron Treads ex,Pokmon,Scarlet & Violet Promos,73,{M},0
Great Tusk ex,Pokmon,Scarlet & Violet Promos,72,{F},0
Koraidon ex,Pokmon,Paldean Fates,245,{F},0
Ting-Lu ex,Pokmon,Paldean Fates,244,{F},0
Miraidon ex,Pokmon,Paldean Fates,243,{L},0
Chien-Pao ex,Pokmon,Paldean Fates,242,{W},0
Chi-Yu ex,Pokmon,Paldean Fates,241,{R},0
Wo-Chien ex,Pokmon,Paldean Fates,240,{G},0
Penny,Trainer,Paldean Fates,239,0,Supporter
Nemona,Trainer,Paldean Fates,238,0,Supporter
Iono,Trainer,Paldean Fates,237,0,Supporter
Clive,Trainer,Paldean Fates,236,0,Supporter
Arven,Trainer,Paldean Fates,235,0,Supporter
Charizard ex,Pokmon,Paldean Fates,234,{D},0
Gardevoir ex,Pokmon,Paldean Fates,233,{P},0
Mew ex,Pokmon,Paldean Fates,232,{P},0
Paldean Student,Trainer,Paldean Fates,231,0,Supporter
Paldean Student,Trainer,Paldean Fates,230,0,Supporter
Nemona,Trainer,Paldean Fates,229,0,Supporter
Judge,Trainer,Paldean Fates,228,0,Supporter
Clive,Trainer,Paldean Fates,227,0,Supporter
Pawmi,Pokmon,Paldean Fates,226,{L},0
Palafin,Pokmon,Paldean Fates,225,{W},0
Wugtrio,Pokmon,Paldean Fates,224,{W},0
Squawkabilly ex,Pokmon,Paldean Fates,223,{C},0
Wigglytuff ex,Pokmon,Paldean Fates,222,{C},0
Pidgeot ex,Pokmon,Paldean Fates,221,{C},0
Noivern ex,Pokmon,Paldean Fates,220,{N},0
Paldean Clodsire ex,Pokmon,Paldean Fates,219,{D},0
Glimmora ex,Pokmon,Paldean Fates,218,{F},0
Gardevoir ex,Pokmon,Paldean Fates,217,{P},0
Mew ex,Pokmon,Paldean Fates,216,{P},0
Alakazam ex,Pokmon,Paldean Fates,215,{P},0
Espathra ex,Pokmon,Paldean Fates,214,{G},0
Toedscruel ex,Pokmon,Paldean Fates,213,{G},0
Forretress ex,Pokmon,Paldean Fates,212,{G},0
Flamigo,Pokmon,Paldean Fates,211,{C},0
Maushold,Pokmon,Paldean Fates,210,{C},0
Tandemaus,Pokmon,Paldean Fates,209,{C},0
Oinkologne,Pokmon,Paldean Fates,208,{C},0
Lechonk,Pokmon,Paldean Fates,207,{C},0
Greedent,Pokmon,Paldean Fates,206,{C},0
Skwovet,Pokmon,Paldean Fates,205,{C},0
Pelipper,Pokmon,Paldean Fates,204,{C},0
Wingull,Pokmon,Paldean Fates,203,{C},0
Snorlax,Pokmon,Paldean Fates,202,{C},0
Ditto,Pokmon,Paldean Fates,201,{C},0
Dodrio,Pokmon,Paldean Fates,200,{C},0
Doduo,Pokmon,Paldean Fates,199,{C},0
Jigglypuff,Pokmon,Paldean Fates,198,{C},0
Pidgeotto,Pokmon,Paldean Fates,197,{C},0
Pidgey,Pokmon,Paldean Fates,196,{C},0
Cyclizar,Pokmon,Paldean Fates,195,{N},0
Noibat,Pokmon,Paldean Fates,194,{N},0
Revavroom,Pokmon,Paldean Fates,193,{M},0
Varoom,Pokmon,Paldean Fates,192,{M},0
Scizor,Pokmon,Paldean Fates,191,{M},0
Grafaiai,Pokmon,Paldean Fates,190,{D},0
Shroodle,Pokmon,Paldean Fates,189,{D},0
Mabosstiff,Pokmon,Paldean Fates,188,{D},0
Kingambit,Pokmon,Paldean Fates,187,{D},0
Bisharp,Pokmon,Paldean Fates,186,{D},0
Pawniard,Pokmon,Paldean Fates,185,{D},0
Sableye,Pokmon,Paldean Fates,184,{D},0
Weavile,Pokmon,Paldean Fates,183,{D},0
Sneasel,Pokmon,Paldean Fates,182,{D},0
Murkrow,Pokmon,Paldean Fates,181,{D},0
Paldean Wooper,Pokmon,Paldean Fates,180,{D},0
Glimmet,Pokmon,Paldean Fates,179,{F},0
Garganacl,Pokmon,Paldean Fates,178,{F},0
Naclstack,Pokmon,Paldean Fates,177,{F},0
Nacli,Pokmon,Paldean Fates,176,{F},0
Hawlucha,Pokmon,Paldean Fates,175,{F},0
Lucario,Pokmon,Paldean Fates,174,{F},0
Riolu,Pokmon,Paldean Fates,173,{F},0
Paldean Tauros,Pokmon,Paldean Fates,172,{F},0
Annihilape,Pokmon,Paldean Fates,171,{F},0
Primeape,Pokmon,Paldean Fates,170,{F},0
Mankey,Pokmon,Paldean Fates,169,{F},0
Houndstone,Pokmon,Paldean Fates,168,{P},0
Tinkaton,Pokmon,Paldean Fates,167,{P},0
Tinkatuff,Pokmon,Paldean Fates,166,{P},0
Tinkatink,Pokmon,Paldean Fates,165,{P},0
Flittle,Pokmon,Paldean Fates,164,{P},0
Rabsca,Pokmon,Paldean Fates,163,{P},0
Ceruledge,Pokmon,Paldean Fates,162,{P},0
Dachsbun,Pokmon,Paldean Fates,161,{P},0
Mimikyu,Pokmon,Paldean Fates,160,{P},0
Klefki,Pokmon,Paldean Fates,159,{P},0
Spiritomb,Pokmon,Paldean Fates,158,{P},0
Mime Jr.,Pokmon,Paldean Fates,157,{P},0
Drifblim,Pokmon,Paldean Fates,156,{P},0
Drifloon,Pokmon,Paldean Fates,155,{P},0
Kirlia,Pokmon,Paldean Fates,154,{P},0
Ralts,Pokmon,Paldean Fates,153,{P},0
Xatu,Pokmon,Paldean Fates,152,{P},0
Natu,Pokmon,Paldean Fates,151,{P},0
Cleffa,Pokmon,Paldean Fates,150,{P},0
Kadabra,Pokmon,Paldean Fates,149,{P},0
Abra,Pokmon,Paldean Fates,148,{P},0
Wigglytuff,Pokmon,Paldean Fates,147,{P},0
Kilowattrel,Pokmon,Paldean Fates,146,{L},0
Wattrel,Pokmon,Paldean Fates,145,{L},0
Pawmot,Pokmon,Paldean Fates,144,{L},0
Pawmo,Pokmon,Paldean Fates,143,{L},0
Pawmi,Pokmon,Paldean Fates,142,{L},0
Toxtricity,Pokmon,Paldean Fates,141,{L},0
Toxel,Pokmon,Paldean Fates,140,{L},0
Thundurus,Pokmon,Paldean Fates,139,{L},0
Pachirisu,Pokmon,Paldean Fates,138,{L},0
Luxray,Pokmon,Paldean Fates,137,{L},0
Luxio,Pokmon,Paldean Fates,136,{L},0
Shinx,Pokmon,Paldean Fates,135,{L},0
Electrode,Pokmon,Paldean Fates,134,{L},0
Voltorb,Pokmon,Paldean Fates,133,{L},0
Raichu,Pokmon,Paldean Fates,132,{L},0
Pikachu,Pokmon,Paldean Fates,131,{L},0
Baxcalibur,Pokmon,Paldean Fates,130,{W},0
Arctibax,Pokmon,Paldean Fates,129,{W},0
Frigibax,Pokmon,Paldean Fates,128,{W},0
Tatsugiri,Pokmon,Paldean Fates,127,{W},0
Dondozo,Pokmon,Paldean Fates,126,{W},0
Veluza,Pokmon,Paldean Fates,125,{W},0
Palafin,Pokmon,Paldean Fates,124,{W},0
Finizen,Pokmon,Paldean Fates,123,{W},0
Wugtrio,Pokmon,Paldean Fates,122,{W},0
Wiglett,Pokmon,Paldean Fates,121,{W},0
Paldean Tauros,Pokmon,Paldean Fates,120,{W},0
Starmie,Pokmon,Paldean Fates,119,{W},0
Staryu,Pokmon,Paldean Fates,118,{W},0
Slowbro,Pokmon,Paldean Fates,117,{W},0
Slowpoke,Pokmon,Paldean Fates,116,{W},0
Armarouge,Pokmon,Paldean Fates,115,{R},0
Charcadet,Pokmon,Paldean Fates,114,{R},0
Oricorio,Pokmon,Paldean Fates,113,{R},0
Entei,Pokmon,Paldean Fates,112,{R},0
Paldean Tauros,Pokmon,Paldean Fates,111,{R},0
Charmeleon,Pokmon,Paldean Fates,110,{R},0
Charmander,Pokmon,Paldean Fates,109,{R},0
Rellor,Pokmon,Paldean Fates,108,{G},0
Scovillain,Pokmon,Paldean Fates,107,{G},0
Capsakid,Pokmon,Paldean Fates,106,{G},0
Toedscool,Pokmon,Paldean Fates,105,{G},0
Arboliva,Pokmon,Paldean Fates,104,{G},0
Dolliv,Pokmon,Paldean Fates,103,{G},0
Smoliv,Pokmon,Paldean Fates,102,{G},0
Abomasnow,Pokmon,Paldean Fates,101,{G},0
Snover,Pokmon,Paldean Fates,100,{G},0
Pineco,Pokmon,Paldean Fates,99,{G},0
Jumpluff,Pokmon,Paldean Fates,98,{G},0
Skiploom,Pokmon,Paldean Fates,97,{G},0
Hoppip,Pokmon,Paldean Fates,96,{G},0
Scyther,Pokmon,Paldean Fates,95,{G},0
Vileplume,Pokmon,Paldean Fates,94,{G},0
Gloom,Pokmon,Paldean Fates,93,{G},0
Oddish,Pokmon,Paldean Fates,92,{G},0
Ultra Ball,Trainer,Paldean Fates,91,0,Item
Technical Machine: Crisis Punch,Trainer,Paldean Fates,90,0,Pokmon Tool
Rare Candy,Trainer,Paldean Fates,89,0,Item
Professors Research,Trainer,Paldean Fates,88,0,Supporter
Pikachu,Pokmon,Scarlet & Violet Promos,88,{L},0
Professors Research,Trainer,Paldean Fates,87,0,Supporter
Paldean Student,Trainer,Paldean Fates,86,0,Supporter
Paldean Student,Trainer,Paldean Fates,85,0,Supporter
Nest Ball,Trainer,Paldean Fates,84,0,Item
Nemonas Backpack,Trainer,Paldean Fates,83,0,Item
Nemona,Trainer,Paldean Fates,82,0,Supporter
Moonlit Hill,Trainer,Paldean Fates,81,0,Stadium
Iono,Trainer,Paldean Fates,80,0,Supporter
Electric Generator,Trainer,Paldean Fates,79,0,Item
Clive,Trainer,Paldean Fates,78,0,Supporter
Atticus,Trainer,Paldean Fates,77,0,Supporter
Artazon,Trainer,Paldean Fates,76,0,Stadium
Mimikyu,Pokmon,Scarlet & Violet Promos,75,{P},0
Squawkabilly ex,Pokmon,Paldean Fates,75,{C},0
Maushold,Pokmon,Paldean Fates,74,{C},0
Tandemaus,Pokmon,Paldean Fates,73,{C},0
Oinkologne,Pokmon,Paldean Fates,72,{C},0
Lechonk,Pokmon,Paldean Fates,71,{C},0
Maschiff,Pokmon,Scarlet & Violet Promos,71,{D},0
Greavard,Pokmon,Scarlet & Violet Promos,70,{P},0
Cyclizar,Pokmon,Paldean Fates,70,{N},0
Fidough,Pokmon,Scarlet & Violet Promos,69,{P},0
Noivern ex,Pokmon,Paldean Fates,69,{N},0
Noibat,Pokmon,Paldean Fates,68,{N},0
Gholdengo,Pokmon,Paldean Fates,67,{M},0
Iron Treads ex,Pokmon,Paldean Fates,66,{M},0
Revavroom,Pokmon,Paldean Fates,65,{M},0
Varoom,Pokmon,Paldean Fates,64,{M},0
Mabosstiff,Pokmon,Paldean Fates,63,{D},0
Maschiff,Pokmon,Paldean Fates,62,{D},0
Scrafty,Pokmon,Paldean Fates,61,{D},0
Scraggy,Pokmon,Paldean Fates,60,{D},0
Paldean Clodsire ex,Pokmon,Paldean Fates,59,{D},0
Paldean Wooper,Pokmon,Paldean Fates,58,{D},0
Gengar,Pokmon,Paldean Fates,57,{D},0
Haunter,Pokmon,Paldean Fates,56,{D},0
Gastly,Pokmon,Paldean Fates,55,{D},0
Charizard ex,Pokmon,Paldean Fates,54,{D},0
Great Tusk ex,Pokmon,Paldean Fates,53,{F},0
Grapploct,Pokmon,Paldean Fates,52,{F},0
Clobbopus,Pokmon,Paldean Fates,51,{F},0
Barboach,Pokmon,Paldean Fates,50,{F},0
Donphan,Pokmon,Paldean Fates,49,{F},0
Phanpy,Pokmon,Paldean Fates,48,{F},0
Annihilape,Pokmon,Paldean Fates,47,{F},0
Primeape,Pokmon,Paldean Fates,46,{F},0
Mankey,Pokmon,Paldean Fates,45,{F},0
Gimmighoul,Pokmon,Paldean Fates,44,{P},0
Houndstone,Pokmon,Paldean Fates,43,{P},0
Greavard,Pokmon,Paldean Fates,42,{P},0
Flittle,Pokmon,Paldean Fates,41,{P},0
Ceruledge,Pokmon,Paldean Fates,40,{P},0
Dachsbun,Pokmon,Paldean Fates,39,{P},0
Fidough,Pokmon,Paldean Fates,38,{P},0
Mimikyu,Pokmon,Paldean Fates,37,{P},0
Dedenne,Pokmon,Paldean Fates,36,{P},0
Whimsicott,Pokmon,Paldean Fates,35,{P},0
Cottonee,Pokmon,Paldean Fates,34,{P},0
Swoobat,Pokmon,Paldean Fates,33,{P},0
Woobat,Pokmon,Paldean Fates,32,{P},0
Mime Jr.,Pokmon,Paldean Fates,31,{P},0
Chimecho,Pokmon,Paldean Fates,30,{P},0
Gardevoir ex,Pokmon,Paldean Fates,29,{P},0
Kirlia,Pokmon,Paldean Fates,28,{P},0
Ralts,Pokmon,Paldean Fates,27,{P},0
Xatu,Pokmon,Paldean Fates,26,{P},0
Natu,Pokmon,Paldean Fates,25,{P},0
Exeggutor,Pokmon,Paldean Fates,24,{P},0
Exeggcute,Pokmon,Paldean Fates,23,{P},0
Kilowattrel,Pokmon,Paldean Fates,22,{L},0
Lanturn,Pokmon,Paldean Fates,21,{L},0
Chinchou,Pokmon,Paldean Fates,20,{L},0
Raichu,Pokmon,Paldean Fates,19,{L},0
Pikachu,Pokmon,Paldean Fates,18,{L},0
Frigibax,Pokmon,Paldean Fates,17,{W},0
Lapras,Pokmon,Paldean Fates,16,{W},0
Armarouge,Pokmon,Paldean Fates,15,{R},0
Charcadet,Pokmon,Paldean Fates,14,{R},0
Heat Rotom,Pokmon,Paldean Fates,13,{R},0
Camerupt,Pokmon,Paldean Fates,12,{R},0
Numel,Pokmon,Paldean Fates,11,{R},0
Magmortar,Pokmon,Paldean Fates,10,{R},0
Magmar,Pokmon,Paldean Fates,9,{R},0
Charmeleon,Pokmon,Paldean Fates,8,{R},0
Charmander,Pokmon,Paldean Fates,7,{R},0
Espathra ex,Pokmon,Paldean Fates,6,{G},0
Toedscruel ex,Pokmon,Paldean Fates,5,{G},0
Toedscool,Pokmon,Paldean Fates,4,{G},0
Maractus,Pokmon,Paldean Fates,3,{G},0
Forretress ex,Pokmon,Paldean Fates,2,{G},0
Pineco,Pokmon,Paldean Fates,1,{G},0
Iron Valiant ex,Pokmon,Scarlet & Violet Promos,68,{P},0
Roaring Moon ex,Pokmon,Scarlet & Violet Promos,67,{D},0
Basic {P} Energy,Energy,Pokmon Trading Card Game ClassicBlastoise,34,{D},0
Basic {L} Energy,Energy,Pokmon Trading Card Game ClassicCharizard,34,{D},0
Basic {F} Energy,Energy,Pokmon Trading Card Game ClassicVenusaur,34,{D},0
Basic {W} Energy,Energy,Pokmon Trading Card Game ClassicBlastoise,33,{D},0
Basic {R} Energy,Energy,Pokmon Trading Card Game ClassicCharizard,33,{D},0
Basic {G} Energy,Energy,Pokmon Trading Card Game ClassicVenusaur,33,{D},0
Double Colorless Energy,Energy,Pokmon Trading Card Game ClassicBlastoise,32,{D},0
Double Colorless Energy,Energy,Pokmon Trading Card Game ClassicCharizard,32,{D},0
Double Colorless Energy,Energy,Pokmon Trading Card Game ClassicVenusaur,32,{D},0
VS Seeker,Trainer,Pokmon Trading Card Game ClassicBlastoise,31,0,Item
VS Seeker,Trainer,Pokmon Trading Card Game ClassicCharizard,31,0,Item
VS Seeker,Trainer,Pokmon Trading Card Game ClassicVenusaur,31,0,Item
Ultra Ball,Trainer,Pokmon Trading Card Game ClassicBlastoise,30,0,Item
Ultra Ball,Trainer,Pokmon Trading Card Game ClassicCharizard,30,0,Item
Ultra Ball,Trainer,Pokmon Trading Card Game ClassicVenusaur,30,0,Item
Switch,Trainer,Pokmon Trading Card Game ClassicBlastoise,29,0,Item
Switch,Trainer,Pokmon Trading Card Game ClassicCharizard,29,0,Item
Switch,Trainer,Pokmon Trading Card Game ClassicVenusaur,29,0,Item
Super Rod,Trainer,Pokmon Trading Card Game ClassicBlastoise,28,0,Item
Super Scoop Up,Trainer,Pokmon Trading Card Game ClassicCharizard,28,0,Item
Super Rod,Trainer,Pokmon Trading Card Game ClassicVenusaur,28,0,Item
Rockets Admin.,Trainer,Pokmon Trading Card Game ClassicBlastoise,27,0,Supporter
Super Rod,Trainer,Pokmon Trading Card Game ClassicCharizard,27,0,Item
Sun Seed,Trainer,Pokmon Trading Card Game ClassicVenusaur,27,0,Pokmon Tool
Rare Candy,Trainer,Pokmon Trading Card Game ClassicBlastoise,26,0,Item
Scorching Charcoal,Trainer,Pokmon Trading Card Game ClassicCharizard,26,0,Pokmon Tool
Rockets Admin.,Trainer,Pokmon Trading Card Game ClassicVenusaur,26,0,Supporter
Professor Oak,Trainer,Pokmon Trading Card Game ClassicBlastoise,25,0,Supporter
Rockets Admin.,Trainer,Pokmon Trading Card Game ClassicCharizard,25,0,Supporter
Rare Candy,Trainer,Pokmon Trading Card Game ClassicVenusaur,25,0,Item
Pokmon Fan Club,Trainer,Pokmon Trading Card Game ClassicBlastoise,24,0,Supporter
Rare Candy,Trainer,Pokmon Trading Card Game ClassicCharizard,24,0,Item
Professor Oak,Trainer,Pokmon Trading Card Game ClassicVenusaur,24,0,Supporter
Pok Ball,Trainer,Pokmon Trading Card Game ClassicBlastoise,23,0,Item
Professor Oak,Trainer,Pokmon Trading Card Game ClassicCharizard,23,0,Supporter
Pokmon Nurse,Trainer,Pokmon Trading Card Game ClassicVenusaur,23,0,Supporter
Fisherman,Trainer,Pokmon Trading Card Game ClassicBlastoise,22,0,Supporter
Pokmon Fan Club,Trainer,Pokmon Trading Card Game ClassicCharizard,22,0,Supporter
Pokmon Fan Club,Trainer,Pokmon Trading Card Game ClassicVenusaur,22,0,Supporter
Pok Ball,Trainer,Pokmon Trading Card Game ClassicCharizard,21,0,Item
Pok Ball,Trainer,Pokmon Trading Card Game ClassicVenusaur,21,0,Item
Drops in the Ocean,Trainer,Pokmon Trading Card Game ClassicBlastoise,21,0,Pokmon Tool
Computer Search,Trainer,Pokmon Trading Card Game ClassicBlastoise,20,0,Item
Computer Search,Trainer,Pokmon Trading Card Game ClassicCharizard,20,0,Item
Computer Search,Trainer,Pokmon Trading Card Game ClassicVenusaur,20,0,Item
Bosss Orders,Trainer,Pokmon Trading Card Game ClassicCharizard,19,0,Supporter
Bosss Orders,Trainer,Pokmon Trading Card Game ClassicVenusaur,19,0,Supporter
Bosss Orders,Trainer,Pokmon Trading Card Game ClassicBlastoise,19,0,Supporter
Bill,Trainer,Pokmon Trading Card Game ClassicBlastoise,18,0,Supporter
Bill,Trainer,Pokmon Trading Card Game ClassicCharizard,18,0,Supporter
Bill,Trainer,Pokmon Trading Card Game ClassicVenusaur,18,0,Supporter
Kangaskhan,Pokmon,Pokmon Trading Card Game ClassicBlastoise,17,{C},0
Lugia ex,Pokmon,Pokmon Trading Card Game ClassicVenusaur,17,{C},0
Miltank,Pokmon,Pokmon Trading Card Game ClassicCharizard,17,{C},0
Stantler,Pokmon,Pokmon Trading Card Game ClassicCharizard,16,{C},0
Snorlax,Pokmon,Pokmon Trading Card Game ClassicVenusaur,16,{C},0
Lt. Surges Raticate,Pokmon,Pokmon Trading Card Game ClassicBlastoise,16,{C},0
Dunsparce,Pokmon,Pokmon Trading Card Game ClassicCharizard,15,{C},0
Chansey,Pokmon,Pokmon Trading Card Game ClassicVenusaur,15,{C},0
Lt. Surges Rattata,Pokmon,Pokmon Trading Card Game ClassicBlastoise,15,{C},0
Clefable,Pokmon,Pokmon Trading Card Game ClassicCharizard,14,{C},0
Dodrio,Pokmon,Pokmon Trading Card Game ClassicVenusaur,14,{C},0
Mewtwo,Pokmon,Pokmon Trading Card Game ClassicBlastoise,14,{P},0
Mr. Mime,Pokmon,Pokmon Trading Card Game ClassicBlastoise,13,{P},0
Clefairy,Pokmon,Pokmon Trading Card Game ClassicCharizard,13,{C},0
Doduo,Pokmon,Pokmon Trading Card Game ClassicVenusaur,13,{C},0
Zapdos,Pokmon,Pokmon Trading Card Game ClassicCharizard,12,{L},0
Hitmonchan,Pokmon,Pokmon Trading Card Game ClassicVenusaur,12,{F},0
Hypno,Pokmon,Pokmon Trading Card Game ClassicBlastoise,12,{P},0
Electrode,Pokmon,Pokmon Trading Card Game ClassicCharizard,11,{L},0
Hitmonlee,Pokmon,Pokmon Trading Card Game ClassicVenusaur,11,{F},0
Drowzee,Pokmon,Pokmon Trading Card Game ClassicBlastoise,11,{P},0
Voltorb,Pokmon,Pokmon Trading Card Game ClassicCharizard,10,{L},0
